DEPOSIT_NA,CRITICAL_M,DEPOSIT_TY,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL,Symbol,Abundace,Symbol Key CM,Symbol Key S,Abundance Key S,Abunance Key P
Eagle's Nest,Platinum-Group Elements,Conduit,52.737,-86.306,Canada,,PGE,null,,,,
River Valley,Platinum-Group Elements,Contact,46.691,-80.259,Canada,,PGE,null,,,,
Ivakkak,Platinum-Group Elements,Komatiitic,61.443,-77.166,Canada,,PGE,null,,,,
Mequillon,Platinum-Group Elements,Komatiitic,61.514,-73.753,Canada,,PGE,null,,,,
Expo,Platinum-Group Elements,Komatiitic,61.557,-73.449,Canada,,PGE,null,,,,
Mesamax,Platinum-Group Elements,Komatiitic,61.575,-73.257,Canada,,PGE,null,,,,
Las Aguilas,Platinum-Group Elements,Conduit,-33.111,-66.128,Argentina,,PGE,null,,,,
Pedra Branca,Platinum-Group Elements,"Reef, chromitite",-5.598,-39.962,Brazil,,PGE,null,,,,
Skaergaard Intrusion,Platinum-Group Elements,"Reef, sulfide",68.186,-31.665,Greenland,,PGE,null,,,,
Brattbakken,Platinum-Group Elements,Hydrothermal or remobilized (stockwork),63.938379,12.338858,Norway,,PGE,null,,,,
Stormyrplutten,Platinum-Group Elements,Synvolcanic gabbroic body,64.776312,13.474396,Norway,,PGE,null,,,,
Karhunjupukka,Platinum-Group Elements,"Reef, Ti-V layers",67.290294,24.479541,Finland,,PGE,null,,,,
Stella Intrusion,Platinum-Group Elements,"Reef, Ti-V layers",-26.314,24.863,South Africa,,PGE,null,,,,
Paasivaara Reef (PV Reef),Platinum-Group Elements,"Reef, sulfide",65.81138665,24.97698115,Finland,,PGE,null,,,,
Ala-Penikkavaara (AP Reef),Platinum-Group Elements,Reef,65.81866552,25.00590053,Finland,,PGE,null,,,,
Sompujärvi (SJ Reef),Platinum-Group Elements,"Reef, sulfide",65.94214559,25.13873076,Finland,,PGE,null,,,,
Karenhaugen,Platinum-Group Elements,Hydrothermal or remobilized,70.033378,25.221292,Norway,,PGE,null,,,,
Portimo Igneous Complex,Platinum-Group Elements,Contact,66.132522,26.165938,Finland,,PGE,null,,,,
Lomalampi,Platinum-Group Elements,Komatiitic,67.905,26.915,Finland,,PGE,null,,,,
Koitelainen LC,Platinum-Group Elements,"Reef, chromitite",67.79809037,27.1049388,Finland,,PGE,null,,,,
Koitelainen UC,Platinum-Group Elements,"Reef, chromitite",67.8274064,27.31630734,Finland,,PGE,null,,,,
Dikolati Nickel project,Platinum-Group Elements,Contact,-22.033,27.741,Botswana,,PGE,null,,,,
Selkirk,Platinum-Group Elements,Contact,-21.213464,27.770833,Botswana,,PGE,null,,,,
Rusamo,Platinum-Group Elements,Contact,65.776653,27.954742,Finland,,PGE,null,,,,
Haukiaho,Platinum-Group Elements,Contact,65.85084498,28.06152154,Finland,,PGE,null,,,,
Lavotta,Platinum-Group Elements,Contact,65.797366,28.139077,Finland,,PGE,null,,,,
Kaukua,Platinum-Group Elements,Contact,65.9419,28.1822,Finland,,PGE,null,,,,
Akanvaara UC,Platinum-Group Elements,"Reef, chromitite",67.17587466,28.19686398,Finland,,PGE,null,,,,
Akanvaara LC,Platinum-Group Elements,"Reef, chromitite",67.19559693,28.19784274,Finland,,PGE,null,,,,
Hietaharju,Platinum-Group Elements,Komatiitic,65.149072,29.078828,Finland,,PGE,null,,,,
Peura-aho,Platinum-Group Elements,Komatiitic,65.196835,29.116672,Finland,,PGE,null,,,,
Vaara,Platinum-Group Elements,Komatiitic,65.279379,29.290648,Finland,,PGE,null,,,,
Great Dyke,Platinum-Group Elements; Tellurium,"Reef, sulfide; Tellurium in Magmatic Cu-Ni-PGM Sulfide",-19.74,30.04,Zimbabwe,,"PGE, Te",null,,,,
Semiletka,Platinum-Group Elements,Conduit,69.38,30.33,Russia,,PGE,null,,,,
Kootsel'vaara-Kammikivi,Platinum-Group Elements,Conduit,69.4,30.33,Russia,,PGE,null,,,,
Nkomati Mine (MMZ and PCMZ),Platinum-Group Elements,Conduit,-25.725,30.6,South Africa,,PGE,null,,,,
Verkhnee,Platinum-Group Elements,Conduit,69.4,30.63,Russia,,PGE,null,,,,
Zhdanovskoe,Platinum-Group Elements,Conduit,69.442,30.668,Russia,,PGE,null,,,,
Tundrovskoe,Platinum-Group Elements,Conduit,69.4,30.67,Russia,,PGE,null,,,,
Sputnik,Platinum-Group Elements,Conduit,69.4,30.67,Russia,,PGE,null,,,,
Bystrinskoe,Platinum-Group Elements,Conduit,69.4,30.73,Russia,,PGE,null,,,,
Zapolyarnoe,Platinum-Group Elements,Conduit,69.4,30.75,Russia,,PGE,null,,,,
Lukkulaisvaara - total resources,Platinum-Group Elements,Contacts of macrodike and reef,66.318,30.866,Russia,,PGE,null,,,,
Nadezhda,Platinum-Group Elements,Contacts of macrodike,66.318,30.866,Russia,,PGE,null,,,,
Showing No. 2 (massif Lukkulaisvaara),Platinum-Group Elements,Reef,66.3166,30.866,Russia,,PGE,null,,,,
Showing No. 15 (massif Lukkulaisvaara),Platinum-Group Elements,Reef,66.316,30.866,Russia,,PGE,null,,,,
Vostochnoe-critical zone,Platinum-Group Elements,Reef,66.32,30.9,Russia,,PGE,null,,,,
Mount General'skaya,Platinum-Group Elements,Contact,69.42,31.08,Russia,,PGE,null,,,,
Karikjavr,Platinum-Group Elements,Conduit,69.3,31.43,Russia,,PGE,null,,,,
Monchetundorvskoe,Platinum-Group Elements,Contact,67.88,32.75,Russia,,PGE,null,,,,
Fedorov-Pana Intrusion,Platinum-Group Elements,"Reef, sulfide",67.53,35.27,Russia,,PGE,null,,,,
Pazhskoe,Platinum-Group Elements,"Hydrothermal, vein swarm",62.7125,35.7577,Russia,,PGE,null,,,,
Onega Intrusion,Platinum-Group Elements,"Reef, Ti-V layers",62.283333,35.9,Russia,,PGE,null,,,,
Burakovskaya Intrusion,Platinum-Group Elements,"Reef, chromitite",62.1,36.473883,Russia,,PGE,null,,,,
Kingashskoe and Verkhnekingashskoye,Platinum-Group Elements,Komatiitic,54.918,95.355,Russia,,PGE,null,,,,
Jinbasoshan,Platinum-Group Elements,Conduit,25.013,100.76,China,,PGE,null,,,,
Main sulfide layer (Ferguson Reef),Platinum-Group Elements,"Reef, sulfide",-21.14,116.84,Australia,,PGE,null,,,,
Parks Reef,Platinum-Group Elements,"Reef, sulfide",-26.84,117.75,Australia,,PGE,null,,,,
Chinei intrusion. all deposits (reserves only),Platinum-Group Elements,Contact,56.478,118.575,Russia,,PGE,null,,,,
Nebo-Babel,Platinum-Group Elements,Conduit,-26.104,127.711,Australia,,PGE,null,,,,
Top and Middle Reefs,Platinum-Group Elements,"Reef, chromitite",-17.77,127.83,Australia,,PGE,null,,,,
Vodorazdelny,Platinum-Group Elements,Conduit,55.34777778,132.4425,Russia,,PGE,null,,,,
Ikenskoe,Platinum-Group Elements,Conduit,55.3275,132.5341667,Russia,,PGE,null,,,,
"Owendale (includes Owendale North, Cincinnati, and Milverton)",Platinum-Group Elements,Alaskan-Uralian,-32.694,147.461,Australia,,PGE,null,,,,
Bushveld Complex,Platinum-Group Elements; Tellurium,Contact and Reef; Te in Magmatic Cu-Ni-PGM sulfide,-24.73681015,28.51513143,South Africa,,"PGE, Te",null,,,,
Goodnews Bay,Platinum-Group Elements,Placer,59.0667,-161.8667,United States of America,Alaska,PGE,null,,,,
Kondyor,Platinum-Group Elements,Placer,57.55,134.6333333,Russia,,PGE,null,,,,
Kytlym,Platinum-Group Elements,Placer,59.54091,58.96667,Russia,,PGE,null,,,,
Daluxiang (Dalucao),Rare-Earth Elements,Carbonatite,27.1675,101.8516667,China,Sichuan Province,REE,null,,,,
Maoniuping,Rare-Earth Elements; Fluorite,Carbonatite-Related F,28.45666667,101.9775,China,Sichuan Province,"REE, CaF2",null,,,,
Weishan,Rare-Earth Elements,Carbonatite,34.75555556,117.2080556,China,Shandong,REE,null,,,,
Mount Weld,Rare-Earth Elements,Carbonatite,-28.86444444,122.5480556,Australia,Western,REE,null,,,,
Lovozero Deposit,Rare-Earth Elements; Beryllium; Niobium and Tantalum,Peralkaline igneous; Non-pegmatite; Alkaline granite and syenite,67.8917,34.6115,Russia,Northern Region,"Nb, Ta, Be, REE",null,,,,
Buena Norte mining district,Rare-Earth Elements,Heavy-mineral sand,-21.517,-41.083,Brazil,East Coast,REE,null,,,,
Dong Pao mine,Rare-Earth Elements,REE in clays,22.52361,103.27167,Vietnam,,REE,null,,,,
Heling,Rare-Earth Elements,REE in clays,24.89639,115.70417,China,Southern,REE,null,,,,
Longnan,Rare-Earth Elements,REE in clays,24.9833,114.6069,China,Southern,REE,null,,,,
Guposhan,Rare-Earth Elements,REE in clays,24.5681,111.4603,China,Southern,REE,null,,,,
Huashan,Rare-Earth Elements,REE in clays,24.5853,111.2308,China,Southern,REE,null,,,,
Bear Lodge,Rare-Earth Elements,Carbonatite,44.48975,-104.44528,United States of America,Wyoming,REE,null,,,,
Cummins Range,Rare-Earth Elements,Carbonatite,-19.28666667,127.1625,Australia,Western,REE,null,,,,
Eldor property,Rare-Earth Elements,Carbonatite,56.6,-68.4167,Canada,Quebec,REE,null,,,,
Glenover project,Rare-Earth Elements,Carbonatite,-24.683,27.35,South Africa,,REE,null,,,,
Lavergne-Springer property,Rare-Earth Elements,Carbonatite,46.45,-79.95,Canada,Ontario,REE,null,,,,
Montviel project,Rare-Earth Elements,Carbonatite,49.829,-76.5556,Canada,Quebec,REE,null,,,,
Ngualla,Rare-Earth Elements,Carbonatite,-7.7,32.833,Tanzania,,REE,null,,,,
Nolans Bore,Rare-Earth Elements,Carbonatite,-22.583,133.233,Australia,Northern Territory,REE,null,,,,
Sarfartoq,Rare-Earth Elements,Carbonatite,66.5,-51.25,Greenland,,REE,null,,,,
Wigu Hill,Rare-Earth Elements,Carbonatite,-7.433,37.567,Tanzania,,REE,null,,,,
Zandkopsdrift,Rare-Earth Elements,Carbonatite,-30.883,17.95,South Africa,,REE,null,,,,
Bokan Mountain,Rare-Earth Elements,Peralkaline igneous,54.909,-132.1257,United States of America,Alaska,REE,null,,,,
Clay-Howells project,Rare-Earth Elements,Peralkaline igneous,49.74,-82.076,Canada,Ontario,REE,null,,,,
Foxtrot project,Rare-Earth Elements,Peralkaline igneous,52.3993,-55.8234,Canada,Labrador,REE,null,,,,
Hastings Project,Rare-Earth Elements,Peralkaline igneous,-18.364,127.777,Australia,Western,REE,null,,,,
Hoidas Lake deposit,Rare-Earth Elements,Peralkaline igneous,59.8,-107.724,Canada,Saskatchewan,REE,null,,,,
Kipawa,Rare-Earth Elements,Peralkaline igneous,46.8,-78.5,Canada,Quebec,REE,null,,,,
Kutessay II project,Rare-Earth Elements,Peralkaline igneous,42.8611,76.1197,Kyrgyzstan,,REE,null,,,,
Norra Kärr,Rare-Earth Elements,Peralkaline igneous,58.137,14.622,Sweden,Southern,REE,null,,,,
Round Top,Rare-Earth Elements,Peralkaline igneous,31.2811,-105.482,United States of America,Texas,REE,null,,,,
TRE project,Rare-Earth Elements,Peralkaline igneous,-13.85,48.182,Madagascar,Northern,REE,null,,,,
Two Tom,Rare-Earth Elements,Peralkaline igneous,54.206,-62.13,Canada,Labrador,REE,null,,,,
Eco Ridge mine,Rare-Earth Elements,Polymetallic,46.385,-82.536,Canada,Ontario,REE,null,,,,
Milo project,Rare-Earth Elements,Polymetallic,-20.746,140.228,Australia,,REE,null,,,,
Plant in Stepnogorsk,Rare-Earth Elements,Polymetallic,52.35,71.89,Kazakhstan,Northern,REE,null,,,,
Steenkampskraal,Rare-Earth Elements,Polymetallic,-30.986,18.629,South Africa,,REE,null,,,,
Charley Creek deposits,Rare-Earth Elements,Heavy-mineral sand,-23.5,133,Australia,Central,REE,null,,,,
Canakli deposit,Rare-Earth Elements,Heavy-mineral sand,37.569,30.606,Turkey,,REE,null,,,,
Kerala deposits,Rare-Earth Elements; Titanium,Heavy-mineral sand; Sedimentary related,9.14,76.462,India,,"REE, Ti",null,,,,
Bagdad,Rhenium,Porphyry Cu-(Mo-Au),34.58583333,-113.2119444,United States of America,Arizona,Re,0.00000007,,,,
Bingham,Rhenium; Titanium; Tellurium,Porphyry Cu-(Mo-Au),40.52831006,-112.1364712,United States of America,Utah,"Re, Ti, Te",null,,,,
Butte,Rhenium,Porphyry Cu-(Mo-Au),46.01722222,-112.5111111,United States of America,Montana,Re,0.00000007,,,,
Morenci,Rhenium,Porphyry Cu-(Mo-Au),33.10361111,-109.3611111,United States of America,Arizona,Re,0.00000007,,,,
Santa Rita,Rhenium,Porphyry Cu-(Mo-Au),32.79027778,-108.0727778,United States of America,New Mexico,Re,0.00000007,,,,
Sierrita,Rhenium,Porphyry Cu-(Mo-Au),31.86944444,-111.12,United States of America,Arizona,Re,0.00000007,,,,
Chuquicamata-Radomiro Tomic,Rhenium,Porphyry Cu-(Mo-Au),-22.275,-68.9,Chile,,Re,0.00000007,,,,
La Escondida,Rhenium,Porphyry Cu-(Mo-Au),-24.265,-69.07166667,Chile,,Re,0.00000007,,,,
El Salvador,Rhenium,Porphyry Cu-(Mo-Au),-26.25416667,-69.55055556,Chile,,Re,0.00000007,,,,
Los Bronces-Rio Blanco,Rhenium,Porphyry Cu-(Mo-Au),-33.13333333,-70.26666667,Chile,,Re,0.00000007,,,,
Los Pelambres,Rhenium,Porphyry Cu-(Mo-Au),-31.70833333,-70.5,Chile,,Re,0.00000007,,,,
La Caridad,Rhenium,Porphyry Cu-(Mo-Au),30.31805556,-109.5566667,Mexico,,Re,0.00000007,,,,
Antamina,Rhenium,Cu-Zn-Mo skarn,-9.616,-76.95,Peru,,Re,0.00000007,,,,
Cerro Verde,Rhenium,Porphyry Cu-(Mo-Au),-16.53527778,-71.59166667,Peru,,Re,0.00000007,,,,
Toquepala,Rhenium,Porphyry Cu-(Mo-Au),-17.245,-70.61388889,Peru,,Re,0.00000007,,,,
Kadjaran,Rhenium,Porphyry Cu-(Mo-Au),39.14388889,46.13777778,Armenia,,Re,0.00000007,,,,
Kalmakyr (Almalyk),Rhenium,Porphyry Cu-(Mo-Au),40.81388889,69.64638889,Uzbekistan,,Re,0.00000007,,,,
Zuun Mod Molybdenum,Rhenium,Porphyry Cu-(Mo-Au),43.98,99.22,Mongolia,,Re,0.00000007,,,,
Lubin-Sieroszowice,Rhenium,Reduced-facies stratabound Cu,51.4,16.133,Poland,,Re,0.00000007,,,,
Mansfeld-Sangerhausen,Rhenium,Reduced-facies stratabound Cu,51.6,11.466,Germany,,Re,0.00000007,,,,
Dzhezkazgan,Rhenium,Sandstone stratabound Cu,48.122,67.392,Kazakhstan,,Re,0.00000007,,,,
Merlin,Rhenium,Deposit type unclassified,-21.65,140.5,Australia,,Re,0.00000007,,,,
Pirquitas Mine,Tin,Hydrothermal,-22.72,-66.48,Argentina,Jujuy,Sn,0.00023,,,,
Ardlethan,Tin,Hydrothermal,-34.33333333,146.85,Australia,New South Wales,Sn,0.00023,,,,
Doradilla,Tin,Hydrothermal,-30.33333333,146.35,Australia,New South Wales,Sn,0.00023,,,,
Taronga,Tin,Hydrothermal,-29.45,151.5333333,Australia,New South Wales,Sn,0.00023,,,,
Maranboy/Yeuralba,Tin,Hydrothermal,-14.53027778,132.7855556,Australia,Northern Territory,Sn,0.00023,,,,
Mount Wells,Tin,Hydrothermal and placer/alluvial,-13.50611111,131.7202778,Australia,Northern Territory,Sn,0.00023,,,,
Collingwood,Tin,Hydrothermal,-15.76666667,145.25,Australia,Queensland,Sn,0.00023,,,,
Gillian (Herberton area),Tin,Hydrothermal,-17.71666667,145.05,Australia,Queensland,Sn,0.00023,,,,
Mount Garnet,Tin,Hydrothermal,-17.58333333,145.1666667,Australia,Queensland,Sn,0.00023,,,,
Cleveland (Aberfoyle and Rossarden),Tin,Hydrothermal,-41.66,147.7505556,Australia,Tasmania,Sn,0.00023,,,,
Heemskirk (Queen Hill) (Zeehan tin project),Tin,Hydrothermal,-41.88222222,145.3230556,Australia,Tasmania,Sn,0.00023,,,,
Mount Bischoff,Tin; Beryllium,Hydrothermal; Non-pegmatite,-41.41277778,145.5152778,Australia,Tasmania,"Sn, Be",null,,,,
Renison-Bell,Tin,Hydrothermal,-41.78333333,145.7833333,Australia,Tasmania,Sn,0.00023,,,,
Rentails,Tin,Tailings,-41.78333333,145.7833333,Australia,Tasmania,Sn,0.00023,,,,
Colquiri tailings,Tin,Tailings,-17.38333333,-67.11666667,Bolivia,La Paz Department,Sn,0.00023,,,,
"Central (Llallagua, (San Jose/Oruro, Huanuni)",Tin,Hydrothermal,-18,-67,Bolivia,Oruro Department,Sn,0.00023,,,,
Bolivian placers,Tin,Placer/alluvial,-18,-65,Bolivia,Potosi Department,Sn,0.00023,,,,
Catavi tailings,Tin,Tailings,-18.43333333,-66.56666667,Bolivia,Potosi Department,Sn,0.00023,,,,
"Southern (Cerro Rico, Chorolque)",Tin,Hydrothermal,-19,-66,Bolivia,Potosi Department,Sn,0.00023,,,,
"Northern (Chojlla, Colquiri)",Tin,Hydrothermal,-16,-67,Bolivia,San Jose Department,Sn,0.00023,,,,
Mawchi Mine,Tin,Hydrothermal,18.81666667,97.16666667,Myanmar,Kaya Province,Sn,0.00023,,,,
"Tenasserim Valley, Southeast Asian tin belt",Tin,Placer/alluvial,12,99,Myanmar,Kaya Province,Sn,0.00023,,,,
Dachang,Tin,Hydrothermal,24.83333333,107.8333333,China,Guangxi Province,Sn,0.00023,,,,
Cuomolong,Tin,Hydrothermal,30.5,99.36666667,China,Sichuan Province,Sn,0.00023,,,,
Datongchang,Tin,Hydrothermal,25.53333333,98.73333333,China,Yunnan Province,Sn,0.00023,,,,
Diantan,Tin,Hydrothermal,25.65,98.43333333,China,Yunnan Province,Sn,0.00023,,,,
Lailishan,Tin,Hydrothermal,24.91666667,98.26666667,China,Yunnan Province,Sn,0.00023,,,,
Laopingshan,Tin,Hydrothermal,25,98.36666667,China,Yunnan Province,Sn,0.00023,,,,
Xiaolonghe,Tin,Hydrothermal,25.45,98.43333333,China,Yunnan Province,Sn,0.00023,,,,
Mapuero tin district,Tin,Placer/alluvial,-0.75,-60.11666667,Brazil,Amazonas State,Sn,0.00023,,,,
Serra Branca,Tin,Hydrothermal and placer/alluvial,-13.61666667,-48.06666667,Brazil,Goias State,Sn,0.00023,,,,
Brascan Group (Rondonia tin province),Tin,Hydrothermal and placer/alluvial,-9,-63,Brazil,,Sn,0.00023,,,,
Mocambo,Tin,Hydrothermal and placer/alluvial,-6.833333334,-51.95,Brazil,Para State,Sn,0.00023,,,,
Rhodia-Espeng,Tin,Placer/alluvial,-6.033333333,-53.71666667,Brazil,Para State,Sn,0.00023,,,,
Brumadinho Group,Tin,Hydrothermal and placer/alluvial,-9.55,-62.41666667,Brazil,Rodonia and Goias States,Sn,0.00023,,,,
Best Group,Tin,Placer/alluvial,-9.45,-65.13333333,Brazil,Rodonia and Para States,Sn,0.00023,,,,
C–75 Garimpo,Tin,Hydrothermal and placer/alluvial,-9.9,-63.43333333,Brazil,Rodonia State,Sn,0.00023,,,,
Mount Pleasant,Tin,Hydrothermal,45.43333333,-66.81666667,Canada,New Brunswick Province,Sn,0.00023,,,,
East Kemptville,Tin,Hydrothermal,44.1,-65.68333333,Canada,Nova Scotia Province,Sn,0.00023,,,,
Cinovec (Zinnwald),Tin,Hydrothermal,50.73194444,13.76888889,Czech Republic,Teplice District,Sn,0.00023,,,,
Kivu mines,Tin,Placer/alluvial,-6.5,27.5,Democratic Republic of the Congo,Northern Kivu Province,Sn,0.00023,,,,
Abu Dabbab,Tin; Niobium and Tantalum,Hydrothermal and placer/alluvial; Rare-metal granite,25.34027778,34.54305556,Egypt,Al bahr al Ahamar Governorate,"Sn, Nb, Ta",null,,,,
Antonsthal district in the Westerzgebirge (Western Ore Mountains),Tin,Hydrothermal,50.51194444,12.74305556,Germany,Saxony,Sn,0.00023,,,,
Auersberg-Wildenthal district in the West-erzgebirge (Western Ore Mountains),Tin,Hydrothermal,50.45611111,12.63888889,Germany,Saxony,Sn,0.00023,,,,
Breitbrunn district in the Westerzgebirge (Western Ore Mountains),Tin,Hydrothermal,50.48,12.77,Germany,Saxony,Sn,0.00023,,,,
Elbenstock-Sosa district in the Westerzgebirge (Western Ore Mountains),Tin,Hydrothermal,50.49416667,12.63305556,Germany,Saxony,Sn,0.00023,,,,
Geyer-Southwest,Tin,Hydrothermal,50.61666667,12.9,Germany,Saxony,Sn,0.00023,,,,
Gottesberg,Tin,Hydrothermal,50.41666667,12.48333333,Germany,Saxony,Sn,0.00023,,,,
Hammerlein-Tellerhauser district in the West-erzgebirge (Western Ore Mountains),Tin,Hydrothermal,50.45305556,12.87111111,Germany,Saxony,Sn,0.00023,,,,
Muhlleithen district in the West-erzgebirge (Western Ore Mountains),Tin,Hydrothermal,50.41305556,12.45388889,Germany,Saxony,Sn,0.00023,,,,
"Sauschwemme, West-erzgebirge (Western Ore Mountains)",Tin,Placer/alluvial,50.44111111,12.66194444,Germany,Saxony,Sn,0.00023,,,,
P.T. Koba Tin,Tin,Placer/alluvial,-2.583333333,106.4,Indonesia,Bangka island,Sn,0.00023,,,,
P.T. Tambang Tamah,Tin,Placer/alluvial,-2,106,Indonesia,Bangka island,Sn,0.00023,,,,
Kelapa Kampit,Tin,Tailings,-2.75,108.0833333,Indonesia,Belitung island,Sn,0.00023,,,,
P.T. Tambang Belitun,Tin,Placer/alluvial,-2.666666667,107.8333333,Indonesia,Belitung island,Sn,0.00023,,,,
Pt Timah Singkep Mine,Tin,Placer/alluvial,-2,114,Indonesia,Singkep Island,Sn,0.00023,,,,
Akenobe,Tin,Hydrothermal,35.21666667,134.6833333,Japan,"Hyogo Prefecture, Honshu Island",Sn,0.00023,,,,
Suzuyama,Tin,Hydrothermal,31.5,130.4333333,Japan,Kyushu Island,Sn,0.00023,,,,
Syrymbet,Tin,Hydrothermal,53.48333333,67.98333333,Kazakhstan,North Kazakhstan Province,Sn,0.00023,,,,
Malaysian dredges,Tin,Placer/alluvial,4,103,Malaysia,,Sn,0.00023,,,,
Malaysian gravel pump mines,Tin,Placer/alluvial,4,103,Malaysia,,Sn,0.00023,,,,
Sungai Lembing,Tin,Hydrothermal,3.866666667,103.0833333,Malaysia,Pahang State,Sn,0.00023,,,,
Kinta tin field,Tin,Hydrothermal and placer/alluvial,4.28,101.17,Malaysia,Perak State,Sn,0.00023,,,,
Kuala Langat Mining Sdn Bhd,Tin,Placer/alluvial,2.818055556,101.6163889,Malaysia,Selangor State,Sn,0.00023,,,,
Oortsog Ovoo,Tin,Hydrothermal,45.56667,108.1,Mongolia,Dundgovi Province,Sn,0.00023,,,,
Narsiin Khundlen (Amerilangui Ujin),Tin,Hydrothermal,48.74083333,112.5263889,Mongolia,Khentii (or Hentiy) Province,Sn,0.00023,,,,
Achmmach,Tin,Hydrothermal,33.32264722,-5.454633333,Morocco,Mecknes-Tafilalet region,Sn,0.00023,,,,
Bou El Jaj,Tin,Hydrothermal,33.28444444,-5.480277778,Morocco,Meknes,Sn,0.00023,,,,
Bou El Jaz,Tin,Hydrothermal,33.28444444,-5.480555555,Morocco,Mecknes-Tafilalet region,Sn,0.00023,,,,
Uis tin mine,Tin,Hydrothermal,-21.21666667,14.86666667,Namibia,Southern Damaraland,Sn,0.00023,,,,
"Jos Plateau deposits (Bauchi, Benue, Kano, and Zaria States)",Tin,Placer/alluvial,9.75,8.866666666,Nigeria,"Bauchi, Benue, Kano, and Zaria States",Sn,0.00023,,,,
San Rafael,Tin,Hydrothermal,-14.19777778,-70.46638889,Peru,Puno Department,Sn,0.00023,,,,
San Rafael tailings,Tin,Tailings,-14.19777778,-70.46638889,Peru,Puno Department,Sn,0.00023,,,,
"Neves-Corvo District. Four principal individual deposits: Graca, Corvo, Neves, Zambujal and Lombador",Tin,Hydrothermal,37.6,-7.966666666,Portugal,Baixo Alentejo Province,Sn,0.00023,,,,
Southern mining regions of the former Soviet Union,Tin,Hydrothermal,53,124,Russia,"Chita, Khabarovsk",Sn,0.00023,,,,
Pyrkakay,Tin,Hydrothermal,65.28222222,175.78,Russia,Chukotskiy Avtonomnyy Okrug,Sn,0.00023,,,,
Pravourmiyskoe,Tin,Hydrothermal,50.43333333,134.25,Russia,Khabarovsk Kray,Sn,0.00023,,,,
Northern mining regions of the former Soviet Union,Tin,Hydrothermal,69,140,Russia,"Magadan, Oblast and Sakha Republic",Sn,0.00023,,,,
Lendakhskaya,Tin,Hydrothermal,59.33,92.85,Russia,Western Siberia,Sn,0.00023,,,,
Kuils River,Tin,Hydrothermal,-33.93333333,18.73333333,South Africa,Cape Province,Sn,0.00023,,,,
Van Rooi’s Vley,Tin,Hydrothermal,-28.5,20.88333333,South Africa,Cape Province,Sn,0.00023,,,,
Rooiberg tin mines,Tin,Hydrothermal,-24.75,27.75,South Africa,Transvaal,Sn,0.00023,,,,
Union tin mine,Tin,Hydrothermal,-24.48333333,28.5,South Africa,Transvaal,Sn,0.00023,,,,
Zaaiplaats tin mine,Tin,Hydrothermal,-24.05,28.75,South Africa,Transvaal,Sn,0.00023,,,,
